127.0.0.1 - - [24/May/2024:16:02:30 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [24/May/2024:16:02:31 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/May/2024:16:02:35 +0900] "GET /AjaxLab/pizza_xml/lookupCustomer_xml.jsp?phone=010-222-2222 HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [24/May/2024:16:02:51 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.html HTTP/1.1" 200 1057
0:0:0:0:0:0:0:1 - - [24/May/2024:16:02:51 +0900] "GET /AjaxLab/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [24/May/2024:16:02:51 +0900] "GET /AjaxLab/pizza_xml/breakneck-logo_new.gif HTTP/1.1" 200 20342
0:0:0:0:0:0:0:1 - - [24/May/2024:16:02:51 +0900] "GET /AjaxLab/pizza_xml/breakneck_new.css HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [24/May/2024:16:02:51 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.js HTTP/1.1" 200 1905
0:0:0:0:0:0:0:1 - - [24/May/2024:16:02:51 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/May/2024:16:02:52 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.html HTTP/1.1" 200 1057
0:0:0:0:0:0:0:1 - - [24/May/2024:16:02:52 +0900] "GET /AjaxLab/pizza_xml/breakneck_new.css HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [24/May/2024:16:02:52 +0900] "GET /AjaxLab/pizza_xml/breakneck-logo_new.gif HTTP/1.1" 200 20342
0:0:0:0:0:0:0:1 - - [24/May/2024:16:02:52 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.js HTTP/1.1" 200 1905
0:0:0:0:0:0:0:1 - - [24/May/2024:16:02:52 +0900] "GET /AjaxLab/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [24/May/2024:16:02:52 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/May/2024:16:02:55 +0900] "GET /AjaxLab/pizza_xml/lookupCustomer_xml.jsp?phone=010-222-2222 HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [24/May/2024:16:04:13 +0900] "GET /AjaxLab/ HTTP/1.1" 200 1177
0:0:0:0:0:0:0:1 - - [24/May/2024:16:04:13 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/May/2024:16:04:16 +0900] "GET /AjaxLab/pizza_xml/lookupCustomer_xml.jsp?phone=010-222-2222 HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [24/May/2024:16:04:26 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.html?phone=010-222-2222&order=&address=Mary+Jenkins HTTP/1.1" 200 1057
0:0:0:0:0:0:0:1 - - [24/May/2024:16:04:36 +0900] "GET /AjaxLab/pizza_xml/lookupCustomer_xml.jsp?phone=010-111-1111 HTTP/1.1" 200 234
0:0:0:0:0:0:0:1 - - [24/May/2024:16:06:42 +0900] "GET /AjaxLab/ HTTP/1.1" 200 1177
0:0:0:0:0:0:0:1 - - [24/May/2024:16:06:42 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/May/2024:16:06:46 +0900] "GET /AjaxLab/pizza_xml/lookupCustomer_xml.jsp?phone=010-222-2222 HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [24/May/2024:16:06:55 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.html?phone=010-222-2222&order=&address=Mary+Jenkins HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/May/2024:16:06:57 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.html?phone=010-222-2222&order=&address=Mary+Jenkins HTTP/1.1" 200 1057
0:0:0:0:0:0:0:1 - - [24/May/2024:16:06:57 +0900] "GET /AjaxLab/pizza_xml/breakneck_new.css HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [24/May/2024:16:06:57 +0900] "GET /AjaxLab/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [24/May/2024:16:06:57 +0900] "GET /AjaxLab/pizza_xml/breakneck-logo_new.gif HTTP/1.1" 200 20342
0:0:0:0:0:0:0:1 - - [24/May/2024:16:06:57 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.js HTTP/1.1" 200 1951
0:0:0:0:0:0:0:1 - - [24/May/2024:16:06:57 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/May/2024:16:07:00 +0900] "GET /AjaxLab/pizza_xml/lookupCustomer_xml.jsp?phone=010-222-2222 HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [24/May/2024:16:07:29 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.js HTTP/1.1" 200 1900
0:0:0:0:0:0:0:1 - - [24/May/2024:16:07:31 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.html HTTP/1.1" 200 1057
0:0:0:0:0:0:0:1 - - [24/May/2024:16:07:31 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.js HTTP/1.1" 200 1900
0:0:0:0:0:0:0:1 - - [24/May/2024:16:07:31 +0900] "GET /AjaxLab/pizza_xml/breakneck_new.css HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [24/May/2024:16:07:31 +0900] "GET /AjaxLab/pizza_xml/breakneck-logo_new.gif HTTP/1.1" 200 20342
0:0:0:0:0:0:0:1 - - [24/May/2024:16:07:31 +0900] "GET /AjaxLab/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [24/May/2024:16:07:31 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/May/2024:16:07:34 +0900] "GET /AjaxLab/pizza_xml/lookupCustomer_xml.jsp?phone=010-222-2222 HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [24/May/2024:16:11:02 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.html HTTP/1.1" 200 1057
0:0:0:0:0:0:0:1 - - [24/May/2024:16:11:02 +0900] "GET /AjaxLab/pizza_xml/breakneck_new.css HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [24/May/2024:16:11:02 +0900] "GET /AjaxLab/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [24/May/2024:16:11:02 +0900] "GET /AjaxLab/pizza_xml/breakneck-logo_new.gif HTTP/1.1" 200 20342
0:0:0:0:0:0:0:1 - - [24/May/2024:16:11:02 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.js HTTP/1.1" 200 1972
0:0:0:0:0:0:0:1 - - [24/May/2024:16:11:02 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/May/2024:16:11:05 +0900] "GET /AjaxLab/pizza_xml/lookupCustomer_xml.jsp?phone=010-222-2222 HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [24/May/2024:16:12:08 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.html HTTP/1.1" 200 1057
0:0:0:0:0:0:0:1 - - [24/May/2024:16:12:08 +0900] "GET /AjaxLab/pizza_xml/breakneck_new.css HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [24/May/2024:16:12:08 +0900] "GET /AjaxLab/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [24/May/2024:16:12:08 +0900] "GET /AjaxLab/pizza_xml/breakneck-logo_new.gif HTTP/1.1" 200 20342
0:0:0:0:0:0:0:1 - - [24/May/2024:16:12:08 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.js HTTP/1.1" 200 1990
0:0:0:0:0:0:0:1 - - [24/May/2024:16:12:08 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/May/2024:16:12:11 +0900] "GET /AjaxLab/pizza_xml/lookupCustomer_xml.jsp?phone=010-222-2222 HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [24/May/2024:16:15:18 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.html HTTP/1.1" 200 1057
0:0:0:0:0:0:0:1 - - [24/May/2024:16:15:18 +0900] "GET /AjaxLab/pizza_xml/breakneck_new.css HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [24/May/2024:16:15:18 +0900] "GET /AjaxLab/pizza_xml/breakneck-logo_new.gif HTTP/1.1" 200 20342
0:0:0:0:0:0:0:1 - - [24/May/2024:16:15:18 +0900] "GET /AjaxLab/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [24/May/2024:16:15:18 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.js HTTP/1.1" 200 2249
0:0:0:0:0:0:0:1 - - [24/May/2024:16:15:18 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/May/2024:16:15:21 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.html HTTP/1.1" 200 1057
0:0:0:0:0:0:0:1 - - [24/May/2024:16:15:21 +0900] "GET /AjaxLab/pizza_xml/breakneck_new.css HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [24/May/2024:16:15:21 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.js HTTP/1.1" 200 2249
0:0:0:0:0:0:0:1 - - [24/May/2024:16:15:21 +0900] "GET /AjaxLab/pizza_xml/breakneck-logo_new.gif HTTP/1.1" 200 20342
0:0:0:0:0:0:0:1 - - [24/May/2024:16:15:21 +0900] "GET /AjaxLab/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [24/May/2024:16:15:21 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/May/2024:16:15:23 +0900] "GET /AjaxLab/pizza_xml/lookupCustomer_xml.jsp?phone=010-222-2222 HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [24/May/2024:16:29:40 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.html HTTP/1.1" 200 1057
0:0:0:0:0:0:0:1 - - [24/May/2024:16:29:40 +0900] "GET /AjaxLab/pizza_xml/breakneck_new.css HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [24/May/2024:16:29:40 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.js HTTP/1.1" 200 2249
0:0:0:0:0:0:0:1 - - [24/May/2024:16:29:40 +0900] "GET /AjaxLab/pizza_xml/breakneck-logo_new.gif HTTP/1.1" 200 20342
0:0:0:0:0:0:0:1 - - [24/May/2024:16:29:40 +0900] "GET /AjaxLab/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [24/May/2024:16:29:40 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/May/2024:16:29:43 +0900] "GET /AjaxLab/pizza_xml/lookupCustomer_xml.jsp?phone=010-222-2222 HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [24/May/2024:16:29:50 +0900] "POST /AjaxLab/pizza_xml/placeOrder_xml.jsp HTTP/1.1" 200 6
